$Base,$HostnameLookups,$KeepAlive,$EnableSendfile,$FollowSymLinks,$AccessLog,$ExtendedStatus,$InMemory,$Handle,$<performance
1,1,1,1,0,1,0,0,1,412.614216508486
1,1,1,1,0,0,1,0,1,333.730344779786
1,1,1,1,0,1,1,0,1,412.614216508486
1,1,0,1,1,0,0,0,1,333.730344779786
1,1,0,1,1,0,1,0,1,325.662565496386
1,1,1,1,1,0,0,0,1,333.730344779786
1,1,1,1,1,0,1,0,1,325.662565496386
1,1,0,1,1,1,0,0,1,412.614216508486
1,0,0,1,0,0,1,0,0,333.730344779786
1,1,1,1,1,1,0,0,1,412.614216508486
1,1,0,1,1,1,1,0,1,404.546437225086
1,1,1,1,1,1,1,0,1,404.546437225086
1,0,1,0,0,0,0,0,0,333.730344779786
1,0,1,1,0,0,1,0,0,333.730344779786
1,0,0,1,1,0,0,0,0,333.730344779786
1,0,0,1,1,0,1,0,0,325.662565496386
1,0,1,1,1,0,0,0,0,333.730344779786
1,0,1,1,1,0,1,0,0,325.662565496386
1,0,0,1,0,1,0,0,0,412.614216508486
1,0,1,1,0,1,0,0,0,412.614216508486
1,0,0,1,1,1,0,0,0,412.614216508486
1,0,1,1,1,1,0,0,0,412.614216508486
1,0,0,1,0,1,1,0,0,412.614216508486
1,0,0,0,0,0,1,0,0,333.730344779786
1,0,0,1,1,1,1,0,0,404.546437225086
1,0,1,1,0,1,1,0,0,412.614216508486
1,0,1,1,1,1,1,0,0,404.546437225086
1,1,0,0,0,0,0,0,0,333.730344779786
1,1,1,0,0,0,0,0,0,333.730344779786
1,1,0,0,0,0,1,0,0,333.730344779786
1,1,1,0,0,0,1,0,0,333.730344779786
1,1,0,0,0,1,0,0,0,333.730344779786
1,1,0,0,0,1,1,0,0,333.730344779786
1,1,1,0,0,1,0,0,0,333.730344779786
1,0,1,0,0,0,1,0,0,333.730344779786
1,1,1,0,0,1,1,0,0,333.730344779786
1,1,0,1,0,0,0,0,0,333.730344779786
1,1,1,1,0,0,0,0,0,333.730344779786
1,1,0,1,0,1,0,0,0,412.614216508486
1,1,1,1,0,1,0,0,0,412.614216508486
1,1,0,1,0,0,1,0,0,333.730344779786
1,1,0,1,0,1,1,0,0,412.614216508486
1,1,1,1,0,0,1,0,0,333.730344779786
1,1,1,1,0,1,1,0,0,412.614216508486
1,1,0,0,1,0,0,0,0,333.730344779786
1,0,0,0,0,1,0,0,0,333.730344779786
1,1,1,0,1,0,0,0,0,333.730344779786
1,1,0,0,1,0,1,0,0,325.662565496386
1,1,1,0,1,0,1,0,0,325.662565496386
1,1,0,1,1,0,0,0,0,333.730344779786
1,1,0,1,1,0,1,0,0,325.662565496386
1,1,1,1,1,0,0,0,0,333.730344779786
1,1,1,1,1,0,1,0,0,325.662565496386
1,1,0,0,1,1,0,0,0,333.730344779786
1,1,1,0,1,1,0,0,0,333.730344779786
1,1,0,1,1,1,0,0,0,412.614216508486
1,0,0,0,0,1,1,0,0,333.730344779786
1,1,1,1,1,1,0,0,0,412.614216508486
1,1,0,0,1,1,1,0,0,325.662565496386
1,1,0,1,1,1,1,0,0,404.546437225086
1,1,1,0,1,1,1,0,0,325.662565496386
1,1,1,1,1,1,1,0,0,404.546437225086
1,0,0,0,0,0,0,1,0,333.730344779786
1,0,1,0,0,0,0,1,0,333.730344779786
1,0,0,0,0,0,1,1,0,333.730344779786
1,0,1,0,0,0,1,1,0,333.730344779786
1,0,0,0,0,1,0,1,0,333.730344779786
1,0,1,0,0,1,0,0,0,333.730344779786
1,0,0,0,0,1,1,1,0,333.730344779786
1,0,1,0,0,1,0,1,0,333.730344779786
1,0,1,0,0,1,1,1,0,333.730344779786
1,0,0,0,1,0,0,1,0,333.730344779786
1,0,1,0,1,0,0,1,0,333.730344779786
1,0,0,0,1,1,0,1,0,333.730344779786
1,0,1,0,1,1,0,1,0,333.730344779786
1,0,0,0,1,0,1,1,0,325.662565496386
1,0,0,0,1,1,1,1,0,325.662565496386
1,0,1,0,1,0,1,1,0,325.662565496386
1,0,1,0,0,1,1,0,0,333.730344779786
1,0,1,0,1,1,1,1,0,325.662565496386
1,1,0,0,0,0,0,1,0,333.730344779786
1,1,1,0,0,0,0,1,0,333.730344779786
1,1,0,0,0,0,1,1,0,333.730344779786
1,1,1,0,0,0,1,1,0,333.730344779786
1,1,0,0,1,0,0,1,0,333.730344779786
1,1,0,0,1,0,1,1,0,325.662565496386
1,1,1,0,1,0,0,1,0,333.730344779786
1,1,1,0,1,0,1,1,0,325.662565496386
1,1,0,0,0,1,0,1,0,333.730344779786
1,0,0,0,1,0,0,0,0,333.730344779786
1,1,1,0,0,1,0,1,0,333.730344779786
1,1,0,0,1,1,0,1,0,333.730344779786
1,1,1,0,1,1,0,1,0,333.730344779786
1,1,0,0,0,1,1,1,0,333.730344779786
1,1,0,0,1,1,1,1,0,325.662565496386
1,1,1,0,0,1,1,1,0,333.730344779786
1,1,1,0,1,1,1,1,0,325.662565496386
1,0,0,1,0,0,0,1,0,333.730344779786
1,0,1,1,0,0,0,1,0,333.730344779786
1,0,0,1,0,0,1,1,0,333.730344779786
