$time_passes,$gvn,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<performance
1,0,0,1,0,1,1,1,1,0,0,49.01043614428959
1,0,0,1,1,1,1,1,1,0,0,56.912442062583075
1,0,0,1,0,1,1,1,1,1,0,85.7855648687377
1,0,0,1,1,1,1,1,1,1,0,93.68757078703118
1,0,1,0,0,0,0,0,0,0,0,65.700919933818
1,0,0,0,0,0,1,0,1,0,0,33.993271366489196
1,0,1,0,0,0,0,0,0,1,0,102.47604865826611
1,0,1,0,0,0,0,0,1,0,0,74.1190344404369
1,0,1,0,0,0,0,0,1,1,0,110.89416316488501
1,0,1,0,0,0,0,1,0,0,0,50.5520045525278
1,0,1,0,0,0,0,1,1,0,0,58.9701190591467
1,0,1,0,0,0,0,1,0,1,0,87.3271332769759
1,0,1,0,0,0,0,1,1,1,0,95.7452477835948
1,0,1,0,0,0,1,0,0,0,0,52.85817230835
1,0,1,0,0,0,1,0,0,1,0,89.6333010327981
1,0,1,0,0,0,1,1,0,0,0,37.7092569270598
1,0,0,0,0,0,1,1,1,0,0,18.844355985198998
1,0,1,0,0,0,1,1,0,1,0,74.48438565150789
1,0,1,0,0,0,1,0,1,0,0,61.2762868149689
1,0,1,0,0,0,1,1,1,0,0,46.1273714336787
1,0,1,0,0,0,1,0,1,1,0,98.05141553941701
1,0,1,0,0,0,1,1,1,1,0,82.9025001581268
1,0,1,0,0,1,0,0,0,0,0,84.1710211292125
1,0,1,0,0,1,0,0,0,1,0,120.94614985366061
1,0,1,0,0,1,0,0,1,0,0,92.58913563583141
1,0,1,0,0,1,0,0,1,1,0,129.36426436027952
1,0,1,0,0,1,1,0,0,0,0,71.3282735037445
1,0,0,0,0,0,1,0,1,1,0,70.76840009093729
1,0,1,0,0,1,1,0,1,0,0,79.7463880103634
1,0,1,0,0,1,1,0,0,1,0,108.1034022281926
1,0,1,0,0,1,1,0,1,1,0,116.52151673481151
1,0,1,0,0,1,0,1,0,0,0,69.02210574792231
1,0,1,0,0,1,0,1,0,1,0,105.7972344723704
1,0,1,0,0,1,1,1,0,0,0,56.179358122454296
1,0,1,0,0,1,1,1,0,1,0,92.9544868469024
1,0,1,0,0,1,0,1,1,0,0,77.44022025454122
1,0,1,0,0,1,1,1,1,0,0,64.5974726290732
1,0,1,0,0,1,0,1,1,1,0,114.21534897898931
1,0,0,0,0,0,1,1,1,1,0,55.6194847096471
1,0,1,0,0,1,1,1,1,1,0,101.3726013535213
1,0,1,1,0,0,0,0,0,0,0,77.39689889751409
1,0,1,1,0,0,0,0,0,1,0,114.1720276219622
1,0,1,1,0,0,0,0,1,0,0,85.815013404133
1,0,1,1,0,0,0,0,1,1,0,122.5901421285811
1,0,1,1,0,0,0,1,0,0,0,62.24798351622389
1,0,1,1,0,0,0,1,1,0,0,70.66609802284279
1,0,1,1,0,0,0,1,0,1,0,99.02311224067199
1,0,1,1,0,0,0,1,1,1,0,107.4412267472909
1,0,1,1,0,1,0,0,0,0,0,95.8670000929086
1,0,0,0,0,1,0,0,0,0,0,56.888005680732796
1,0,1,1,0,1,0,0,0,1,0,132.6421288173567
1,0,1,1,0,1,0,1,0,0,0,80.7180847116184
1,0,1,1,0,1,0,1,0,1,0,117.4932134360665
1,0,1,1,0,1,0,0,1,0,0,104.2851145995275
1,0,1,1,0,1,0,1,1,0,0,89.13619921823731
1,0,1,1,0,1,0,0,1,1,0,141.0602433239756
1,0,1,1,0,1,0,1,1,1,0,125.9113279426854
1,0,1,1,0,0,1,0,0,0,0,64.55415127204608
1,0,1,1,0,0,1,0,0,1,0,101.3292799964942
1,0,1,1,0,0,1,0,1,0,0,72.97226577866499
1,0,0,0,0,1,0,0,0,1,0,93.6631344051809
1,0,1,1,0,0,1,0,1,1,0,109.7473945031131
1,0,1,1,0,1,1,0,0,0,0,83.02425246744059
1,0,1,1,0,1,1,0,1,0,0,91.4423669740595
1,0,1,1,0,1,1,0,0,1,0,119.7993811918887
1,0,1,1,0,1,1,0,1,1,0,128.2174956985076
1,0,1,1,0,0,1,1,0,0,0,49.40523589075588
1,0,1,1,0,0,1,1,0,1,0,86.18036461520398
1,0,1,1,0,1,1,1,0,0,0,67.8753370861504
1,0,1,1,0,1,1,1,0,1,0,104.65046581059849
1,0,1,1,0,0,1,1,1,0,0,57.82335039737478
1,0,0,0,0,1,0,0,1,0,0,65.3061201873517
1,0,1,1,0,1,1,1,1,0,0,76.2934515927693
1,0,1,1,0,0,1,1,1,1,0,94.59847912182289
1,0,1,1,0,1,1,1,1,1,0,113.0685803172174
1,0,1,0,1,0,0,0,0,0,0,73.6029258521115
1,0,1,0,1,0,0,0,0,1,0,110.3780545765596
1,0,1,0,1,0,0,0,1,0,0,82.0210403587304
1,0,1,0,1,0,0,0,1,1,0,118.79616908317851
1,0,1,0,1,0,0,1,0,0,0,58.454010470821295
1,0,1,0,1,0,0,1,1,0,0,66.8721249774402
1,0,1,0,1,0,0,1,0,1,0,95.2291391952694
1,0,0,0,0,0,0,0,0,1,0,75.19303320978639
1,0,0,0,0,1,0,0,1,1,0,102.0812489117998
1,0,1,0,1,0,0,1,1,1,0,103.6472537018883
1,0,1,0,1,0,1,0,0,0,0,60.7601782266435
1,0,1,0,1,0,1,0,0,1,0,97.5353069510916
1,0,1,0,1,0,1,1,0,0,0,45.611262845353295
1,0,1,0,1,0,1,1,0,1,0,82.38639156980139
1,0,1,0,1,0,1,0,1,0,0,69.1782927332624
1,0,1,0,1,0,1,1,1,0,0,54.029377351972194
1,0,1,0,1,0,1,0,1,1,0,105.9534214577105
1,0,1,0,1,0,1,1,1,1,0,90.8045060764203
1,0,1,1,1,0,0,0,0,0,0,85.29890481580759
1,0,0,0,0,1,1,0,0,0,0,44.045258055264796
1,0,1,1,1,0,0,0,0,1,0,122.0740335402557
1,0,1,1,1,0,0,0,1,0,0,93.7170193224265
1,0,1,1,1,0,0,0,1,1,0,130.4921480468746
1,0,1,1,1,0,1,0,0,0,0,72.45615719033958
1,0,1,1,1,0,1,0,1,0,0,80.87427169695849
1,0,1,1,1,0,1,0,0,1,0,109.23128591478769
1,0,1,1,1,0,1,0,1,1,0,117.6494004214066
1,0,1,1,1,0,0,1,0,0,0,70.1499894345174
1,0,1,1,1,0,0,1,0,1,0,106.92511815896549
1,0,1,1,1,0,1,1,0,0,0,57.30724180904938
1,0,0,0,0,1,1,0,1,0,0,52.463372561883695
1,0,1,1,1,0,1,1,0,1,0,94.08237053349748
1,0,1,1,1,0,0,1,1,0,0,78.5681039411363
1,0,1,1,1,0,1,1,1,0,0,65.72535631566828
1,0,1,1,1,0,0,1,1,1,0,115.3432326655844
1,0,1,1,1,0,1,1,1,1,0,102.50048504011639
1,0,1,0,1,1,0,0,0,0,0,92.073027047506
1,0,1,0,1,1,0,0,0,1,0,128.8481557719541
1,0,1,0,1,1,0,0,1,0,0,100.49114155412491
1,0,1,0,1,1,0,0,1,1,0,137.26627027857302
1,0,1,0,1,1,0,1,0,0,0,76.92411166621581
1,0,0,0,0,1,1,0,0,1,0,80.82038677971289
1,0,1,0,1,1,0,1,1,0,0,85.34222617283471
1,0,1,0,1,1,0,1,0,1,0,113.6992403906639
1,0,1,0,1,1,0,1,1,1,0,122.11735489728281
1,0,1,1,1,1,0,0,0,0,0,103.7690060112021
1,0,1,1,1,1,0,0,0,1,0,140.5441347356502
1,0,1,1,1,1,0,1,0,0,0,88.6200906299119
1,0,1,1,1,1,0,1,0,1,0,125.39521935436
1,0,1,1,1,1,0,0,1,0,0,112.187120517821
1,0,1,1,1,1,0,1,1,0,0,97.0382051365308
1,0,1,1,1,1,0,0,1,1,0,148.9622492422691
1,0,0,0,0,1,1,0,1,1,0,89.2385012863318
1,0,1,1,1,1,0,1,1,1,0,133.8133338609789
1,0,1,0,1,1,1,0,0,0,0,79.230279422038
1,0,1,0,1,1,1,0,0,1,0,116.0054081464861
1,0,1,0,1,1,1,0,1,0,0,87.6483939286569
1,0,1,0,1,1,1,0,1,1,0,124.42352265310501
1,0,1,1,1,1,1,0,0,0,0,90.92625838573409
1,0,1,1,1,1,1,0,1,0,0,99.344372892353
1,0,1,1,1,1,1,0,0,1,0,127.7013871101822
1,0,1,1,1,1,1,0,1,1,0,136.1195016168011
1,0,1,0,1,1,1,1,0,0,0,64.0813640407478
1,0,0,0,0,1,0,1,0,0,0,41.739090299442594
1,0,1,0,1,1,1,1,0,1,0,100.8564927651959
1,0,1,1,1,1,1,1,0,0,0,75.77734300444389
1,0,1,1,1,1,1,1,0,1,0,112.55247172889199
1,0,1,0,1,1,1,1,1,0,0,72.4994785473667
1,0,1,1,1,1,1,1,1,0,0,84.1954575110628
1,0,1,0,1,1,1,1,1,1,0,109.2746072718148
1,0,1,1,1,1,1,1,1,1,0,120.9705862355109
1,1,0,0,0,0,0,0,0,0,0,56.48275046743039
1,1,0,0,0,0,0,0,0,1,0,93.25787919187849
1,1,0,0,0,0,0,0,1,0,0,64.9008649740493
1,0,0,0,0,1,0,1,0,1,0,78.51421902389069
1,1,0,0,0,0,0,0,1,1,0,101.6759936984974
1,1,0,0,0,0,0,1,0,0,0,41.33383508614019
1,1,0,0,0,0,0,1,1,0,0,49.75194959275909
1,1,0,0,0,0,0,1,0,1,0,78.10896381058829
1,1,0,0,0,0,0,1,1,1,0,86.52707831720718
1,1,0,0,0,0,1,0,0,0,0,43.64000284196239
1,1,0,0,0,0,1,0,0,1,0,80.4151315664105
1,1,0,0,0,0,1,1,0,0,0,28.49108746067219
1,1,0,0,0,0,1,1,0,1,0,65.2662161851203
1,1,0,0,0,0,1,0,1,0,0,52.05811734858129
1,0,0,0,0,1,1,1,0,0,0,28.896342673974594
1,1,0,0,0,0,1,1,1,0,0,36.90920196729109
1,1,0,0,0,0,1,0,1,1,0,88.83324607302939
1,1,0,0,0,0,1,1,1,1,0,73.68433069173919
1,1,0,0,0,1,0,0,0,0,0,74.95285166282488
1,1,0,0,0,1,0,0,0,1,0,111.72798038727299
1,1,0,0,0,1,0,0,1,0,0,83.37096616944379
1,1,0,0,0,1,0,0,1,1,0,120.1460948938919
1,1,0,0,0,1,1,0,0,0,0,62.110104037356884
1,1,0,0,0,1,1,0,1,0,0,70.52821854397578
1,1,0,0,0,1,1,0,0,1,0,98.88523276180499
1,0,0,0,0,1,1,1,0,1,0,65.6714713984227
1,1,0,0,0,1,1,0,1,1,0,107.30334726842389
1,1,0,0,0,1,0,1,0,0,0,59.80393628153468
1,1,0,0,0,1,0,1,0,1,0,96.57906500598278
1,1,0,0,0,1,1,1,0,0,0,46.96118865606668
1,1,0,0,0,1,1,1,0,1,0,83.73631738051478
1,1,0,0,0,1,0,1,1,0,0,68.22205078815358
1,1,0,0,0,1,1,1,1,0,0,55.37930316268558
1,1,0,0,0,1,0,1,1,1,0,104.99717951260169
1,1,0,0,0,1,1,1,1,1,0,92.15443188713368
1,1,0,0,1,0,0,0,0,0,0,64.38475638572388
1,0,0,0,0,1,0,1,1,0,0,50.15720480606149
1,1,0,0,1,0,0,0,0,1,0,101.15988511017198
1,1,0,0,1,0,0,0,1,0,0,72.80287089234278
1,1,0,0,1,0,0,0,1,1,0,109.57799961679089
1,1,0,0,1,0,0,1,0,0,0,49.235841004433674
1,1,0,0,1,0,0,1,1,0,0,57.65395551105257
1,1,0,0,1,0,0,1,0,1,0,86.01096972888178
1,1,0,0,1,0,0,1,1,1,0,94.42908423550068
1,1,0,0,1,1,0,0,0,0,0,82.85485758111838
1,1,0,0,1,1,0,0,0,1,0,119.62998630556649
1,1,0,0,1,1,0,1,0,0,0,67.70594219982819
1,0,0,0,0,0,0,0,1,0,0,46.8360189919572
1,0,0,0,0,1,1,1,1,0,0,37.31445718059349
1,1,0,0,1,1,0,1,0,1,0,104.48107092427628
1,1,0,0,1,1,0,0,1,0,0,91.27297208773729
1,1,0,0,1,1,0,1,1,0,0,76.12405670644709
1,1,0,0,1,1,0,0,1,1,0,128.0481008121854
1,1,0,0,1,1,0,1,1,1,0,112.89918543089519
1,1,0,0,1,0,1,0,0,0,0,51.542008760255875
1,1,0,0,1,0,1,0,0,1,0,88.31713748470398
1,1,0,0,1,0,1,0,1,0,0,59.960123266874774
1,1,0,0,1,0,1,0,1,1,0,96.73525199132288
1,1,0,0,1,1,1,0,0,0,0,70.01210995565037
1,0,0,0,0,1,0,1,1,1,0,86.9323335305096
1,1,0,0,1,1,1,0,1,0,0,78.43022446226928
1,1,0,0,1,1,1,0,0,1,0,106.78723868009848
1,1,0,0,1,1,1,0,1,1,0,115.20535318671739
1,1,0,0,1,0,1,1,0,0,0,36.39309337896567
1,1,0,0,1,0,1,1,0,1,0,73.16822210341377
1,1,0,0,1,1,1,1,0,0,0,54.86319457436017
1,1,0,0,1,1,1,1,0,1,0,91.63832329880827
1,1,0,0,1,0,1,1,1,0,0,44.81120788558457
1,1,0,0,1,1,1,1,1,0,0,63.28130908097907
1,1,0,0,1,0,1,1,1,1,0,81.58633661003267
1,0,0,0,0,1,1,1,1,1,0,74.08958590504159
1,1,0,0,1,1,1,1,1,1,0,100.05643780542718
1,1,1,0,0,0,0,0,0,0,0,83.7657659159101
1,1,1,0,0,0,0,0,0,1,0,120.5408946403582
1,1,1,0,0,0,0,0,1,0,0,92.183880422529
1,1,1,0,0,0,0,0,1,1,0,128.9590091469771
1,1,1,0,0,0,0,1,0,0,0,68.6168505346199
1,1,1,0,0,0,0,1,1,0,0,77.0349650412388
1,1,1,0,0,0,0,1,0,1,0,105.391979259068
1,1,1,0,0,0,0,1,1,1,0,113.8100937656869
1,1,1,0,0,0,1,0,0,0,0,70.92301829044209
1,0,0,0,1,0,0,0,0,0,0,46.31991040363179
1,1,1,0,0,0,1,0,0,1,0,107.6981470148902
1,1,1,0,0,0,1,1,0,0,0,55.774102909151885
1,1,1,0,0,0,1,1,0,1,0,92.54923163359999
1,1,1,0,0,0,1,0,1,0,0,79.341132797061
1,1,1,0,0,0,1,1,1,0,0,64.19221741577078
1,1,1,0,0,0,1,0,1,1,0,116.1162615215091
1,1,1,0,0,0,1,1,1,1,0,100.9673461402189
1,1,1,0,1,0,0,0,0,0,0,91.66777183420359
1,1,1,0,1,0,0,0,0,1,0,128.4429005586517
1,1,1,0,1,0,0,0,1,0,0,100.0858863408225
1,0,0,0,1,0,0,0,0,1,0,83.09503912807989
1,1,1,0,1,0,0,0,1,1,0,136.8610150652706
1,1,1,0,1,0,1,0,0,0,0,78.82502420873558
1,1,1,0,1,0,1,0,1,0,0,87.24313871535449
1,1,1,0,1,0,1,0,0,1,0,115.6001529331837
1,1,1,0,1,0,1,0,1,1,0,124.0182674398026
1,1,1,0,1,0,0,1,0,0,0,76.5188564529134
1,1,1,0,1,0,0,1,0,1,0,113.29398517736149
1,1,1,0,1,0,1,1,0,0,0,63.67610882744538
1,1,1,0,1,0,1,1,0,1,0,100.45123755189348
1,1,1,0,1,0,0,1,1,0,0,84.9369709595323
1,0,0,0,1,0,0,0,1,0,0,54.73802491025069
1,1,1,0,1,0,1,1,1,0,0,72.09422333406428
1,1,1,0,1,0,0,1,1,1,0,121.7120996839804
1,1,1,0,1,0,1,1,1,1,0,108.86935205851239
1,1,1,0,0,1,0,0,0,0,0,102.2358671113046
1,1,1,0,0,1,0,0,0,1,0,139.0109958357527
1,1,1,0,0,1,0,0,1,0,0,110.6539816179235
1,1,1,0,0,1,0,0,1,1,0,147.42911034237162
1,1,1,0,0,1,0,1,0,0,0,87.0869517300144
1,1,1,0,0,1,0,1,1,0,0,95.50506623663331
1,1,1,0,0,1,0,1,0,1,0,123.8620804544625
1,0,0,0,1,0,0,0,1,1,0,91.5131536346988
1,1,1,0,0,1,0,1,1,1,0,132.2801949610814
1,1,1,0,1,1,0,0,0,0,0,110.1378730295981
1,1,1,0,1,1,0,0,0,1,0,146.9130017540462
1,1,1,0,1,1,0,1,0,0,0,94.9889576483079
1,1,1,0,1,1,0,1,0,1,0,131.764086372756
1,1,1,0,1,1,0,0,1,0,0,118.555987536217
1,1,1,0,1,1,0,1,1,0,0,103.40707215492681
1,1,1,0,1,1,0,0,1,1,0,155.3311162606651
1,1,1,0,1,1,0,1,1,1,0,140.1822008793749
1,1,1,0,0,1,1,0,0,0,0,89.39311948583659
1,0,0,0,1,0,0,1,0,0,0,31.170995022341586
1,1,1,0,0,1,1,0,0,1,0,126.1682482102847
1,1,1,0,0,1,1,0,1,0,0,97.8112339924555
1,1,1,0,0,1,1,0,1,1,0,134.5863627169036
1,1,1,0,1,1,1,0,0,0,0,97.29512540413009
1,1,1,0,1,1,1,0,1,0,0,105.713239910749
1,1,1,0,1,1,1,0,0,1,0,134.0702541285782
1,1,1,0,1,1,1,0,1,1,0,142.4883686351971
1,1,1,0,0,1,1,1,0,0,0,74.2442041045464
1,1,1,0,0,1,1,1,0,1,0,111.0193328289945
1,1,1,0,1,1,1,1,0,0,0,82.1462100228399
1,0,0,0,1,0,0,1,1,0,0,39.589109528960485
1,1,1,0,1,1,1,1,0,1,0,118.92133874728799
1,1,1,0,0,1,1,1,1,0,0,82.6623186111653
1,1,1,0,1,1,1,1,1,0,0,90.5643245294588
1,1,1,0,0,1,1,1,1,1,0,119.4374473356134
1,1,1,0,1,1,1,1,1,1,0,127.3394532539069
1,1,0,1,0,0,0,0,0,0,0,68.1787294311265
1,1,0,1,0,0,0,0,0,1,0,104.95385815557461
1,1,0,1,0,0,0,0,1,0,0,76.5968439377454
1,1,0,1,0,0,0,0,1,1,0,113.37197266219351
1,1,0,1,0,0,0,1,0,0,0,53.0298140498363
1,0,0,0,1,0,0,1,0,1,0,67.94612374678968
1,1,0,1,0,0,0,1,1,0,0,61.447928556455196
1,1,0,1,0,0,0,1,0,1,0,89.8049427742844
1,1,0,1,0,0,0,1,1,1,0,98.2230572809033
1,1,0,1,0,0,1,0,0,0,0,55.3359818056585
1,1,0,1,0,0,1,0,0,1,0,92.1111105301066
1,1,0,1,0,0,1,1,0,0,0,40.1870664243683
1,1,0,1,0,0,1,1,0,1,0,76.96219514881639
1,1,0,1,0,0,1,0,1,0,0,63.7540963122774
1,1,0,1,0,0,1,1,1,0,0,48.605180930987196
1,1,0,1,0,0,1,0,1,1,0,100.5292250367255
1,0,0,0,0,0,0,0,1,1,0,83.6111477164053
1,0,0,0,1,0,0,1,1,1,0,76.36423825340859
1,1,0,1,0,0,1,1,1,1,0,85.3803096554353
1,1,0,1,0,1,0,0,0,0,0,86.648830626521
1,1,0,1,0,1,0,0,0,1,0,123.42395935096911
1,1,0,1,0,1,0,0,1,0,0,95.06694513313991
1,1,0,1,0,1,0,0,1,1,0,131.84207385758802
1,1,0,1,0,1,1,0,0,0,0,73.806083001053
1,1,0,1,0,1,1,0,1,0,0,82.2241975076719
1,1,0,1,0,1,1,0,0,1,0,110.5812117255011
1,1,0,1,0,1,1,0,1,1,0,118.99932623212001
1,1,0,1,0,1,0,1,0,0,0,71.49991524523081
1,0,0,0,1,1,0,0,0,0,0,64.79001159902629
1,1,0,1,0,1,0,1,0,1,0,108.2750439696789
1,1,0,1,0,1,1,1,0,0,0,58.657167619762795
1,1,0,1,0,1,1,1,0,1,0,95.4322963442109
1,1,0,1,0,1,0,1,1,0,0,79.91802975184972
1,1,0,1,0,1,1,1,1,0,0,67.0752821263817
1,1,0,1,0,1,0,1,1,1,0,116.69315847629781
1,1,0,1,0,1,1,1,1,1,0,103.8504108508298
1,1,1,1,0,0,0,0,0,0,0,95.46174487960619
1,1,1,1,0,0,0,0,0,1,0,132.2368736040543
1,1,1,1,0,0,0,0,1,0,0,103.87985938622509
1,0,0,0,1,1,0,0,0,1,0,101.5651403234744
1,1,1,1,0,0,0,0,1,1,0,140.6549881106732
1,1,1,1,0,0,0,1,0,0,0,80.31282949831599
1,1,1,1,0,0,0,1,1,0,0,88.7309440049349
1,1,1,1,0,0,0,1,0,1,0,117.08795822276409
1,1,1,1,0,0,0,1,1,1,0,125.50607272938299
1,1,1,1,0,1,0,0,0,0,0,113.93184607500069
1,1,1,1,0,1,0,0,0,1,0,150.7069747994488
1,1,1,1,0,1,0,1,0,0,0,98.7829306937105
1,1,1,1,0,1,0,1,0,1,0,135.5580594181586
1,1,1,1,0,1,0,0,1,0,0,122.3499605816196
1,0,0,0,1,1,0,1,0,0,0,49.641096217736084
1,1,1,1,0,1,0,1,1,0,0,107.2010452003294
1,1,1,1,0,1,0,0,1,1,0,159.1250893060677
1,1,1,1,0,1,0,1,1,1,0,143.9761739247775
1,1,1,1,0,0,1,0,0,0,0,82.61899725413818
1,1,1,1,0,0,1,0,0,1,0,119.39412597858629
1,1,1,1,0,0,1,0,1,0,0,91.03711176075709
1,1,1,1,0,0,1,0,1,1,0,127.8122404852052
1,1,1,1,0,1,1,0,0,0,0,101.08909844953268
1,1,1,1,0,1,1,0,1,0,0,109.50721295615159
1,1,1,1,0,1,1,0,0,1,0,137.8642271739808
1,0,0,0,1,1,0,1,0,1,0,86.41622494218419
1,1,1,1,0,1,1,0,1,1,0,146.2823416805997
1,1,1,1,0,0,1,1,0,0,0,67.47008187284798
1,1,1,1,0,0,1,1,0,1,0,104.24521059729608
1,1,1,1,0,1,1,1,0,0,0,85.94018306824249
1,1,1,1,0,1,1,1,0,1,0,122.71531179269058
1,1,1,1,0,0,1,1,1,0,0,75.88819637946689
1,1,1,1,0,1,1,1,1,0,0,94.3582975748614
1,1,1,1,0,0,1,1,1,1,0,112.66332510391499
1,1,1,1,0,1,1,1,1,1,0,131.1334262993095
1,1,0,1,1,0,0,0,0,0,0,76.08073534942
1,0,0,0,1,1,0,0,1,0,0,73.20812610564519
1,1,0,1,1,0,0,0,0,1,0,112.8558640738681
1,1,0,1,1,0,0,0,1,0,0,84.4988498560389
1,1,0,1,1,0,0,0,1,1,0,121.27397858048701
1,1,0,1,1,0,0,1,0,0,0,60.931819968129794
1,1,0,1,1,0,0,1,1,0,0,69.3499344747487
1,1,0,1,1,0,0,1,0,1,0,97.7069486925779
1,1,0,1,1,0,0,1,1,1,0,106.1250631991968
1,1,0,1,1,0,1,0,0,0,0,63.237987723951996
1,1,0,1,1,0,1,0,0,1,0,100.0131164484001
1,1,0,1,1,0,1,1,0,0,0,48.089072342661794
1,0,0,0,1,1,0,1,1,0,0,58.05921072435498
1,1,0,1,1,0,1,1,0,1,0,84.86420106710989
1,1,0,1,1,0,1,0,1,0,0,71.6561022305709
1,1,0,1,1,0,1,1,1,0,0,56.50718684928069
1,1,0,1,1,0,1,0,1,1,0,108.431230955019
1,1,0,1,1,0,1,1,1,1,0,93.2823155737288
1,1,1,1,1,0,0,0,0,0,0,103.36375079789968
1,1,1,1,1,0,0,0,0,1,0,140.1388795223478
1,1,1,1,1,0,0,0,1,0,0,111.78186530451859
1,1,1,1,1,0,0,0,1,1,0,148.5569940289667
1,1,1,1,1,0,1,0,0,0,0,90.52100317243168
1,0,0,0,1,1,0,0,1,1,0,109.9832548300933
1,1,1,1,1,0,1,0,1,0,0,98.93911767905058
1,1,1,1,1,0,1,0,0,1,0,127.29613189687979
1,1,1,1,1,0,1,0,1,1,0,135.7142464034987
1,1,1,1,1,0,0,1,0,0,0,88.21483541660949
1,1,1,1,1,0,0,1,0,1,0,124.98996414105758
1,1,1,1,1,0,1,1,0,0,0,75.37208779114148
1,1,1,1,1,0,1,1,0,1,0,112.14721651558958
1,1,1,1,1,0,0,1,1,0,0,96.6329499232284
1,1,1,1,1,0,1,1,1,0,0,83.79020229776039
1,1,1,1,1,0,0,1,1,1,0,133.4080786476765
1,0,0,0,1,1,0,1,1,1,0,94.83433944880309
1,1,1,1,1,0,1,1,1,1,0,120.56533102220848
1,1,0,1,1,1,0,0,0,0,0,94.5508365448145
1,1,0,1,1,1,0,0,0,1,0,131.3259652692626
1,1,0,1,1,1,0,0,1,0,0,102.96895105143341
1,1,0,1,1,1,0,0,1,1,0,139.74407977588152
1,1,0,1,1,1,0,1,0,0,0,79.4019211635243
1,1,0,1,1,1,0,1,1,0,0,87.82003567014321
1,1,0,1,1,1,0,1,0,1,0,116.1770498879724
1,1,0,1,1,1,0,1,1,1,0,124.59516439459131
1,1,1,1,1,1,0,0,0,0,0,121.83385199329419
1,0,0,0,1,0,1,0,0,0,0,33.47716277816379
1,1,1,1,1,1,0,0,0,1,0,158.6089807177423
1,1,1,1,1,1,0,1,0,0,0,106.684936612004
1,1,1,1,1,1,0,1,0,1,0,143.4600653364521
