$Base,$HostnameLookups,$KeepAlive,$EnableSendfile,$FollowSymLinks,$AccessLog,$ExtendedStatus,$InMemory,$Handle,$<performance
1,0,1,0,1,1,0,1,0,2329.806271023236
1,0,0,0,1,0,1,1,0,793.4612210624172
1,0,0,0,1,1,1,1,0,1760.2296583294012
1,0,1,0,1,0,1,1,0,1195.7320894038337
1,0,1,0,0,1,1,0,0,2483.169913618629
1,0,1,0,1,1,1,1,0,2229.677768579418
1,1,0,0,0,0,0,1,0,1217.079629345619
1,1,1,0,0,0,0,1,0,1619.3504976870358
1,1,0,0,0,0,1,1,0,1116.951126901801
1,1,1,0,0,0,1,1,0,1519.2219952432179
1,1,0,0,1,0,0,1,0,1016.3795132393819
1,1,0,0,1,0,1,1,0,1003.503425338264
1,1,1,0,1,0,0,1,0,1418.650381580799
1,1,1,0,1,0,1,1,0,1405.774293679681
1,1,0,0,0,1,0,1,0,2183.8480666126034
1,0,0,0,1,0,0,0,0,1290.9213138955092
1,1,1,0,0,1,0,1,0,2653.29617686262
1,1,0,0,1,1,0,1,0,1983.147950506366
1,1,1,0,1,1,0,1,0,2452.5960607563834
1,1,0,0,0,1,1,1,0,2083.7195641687854
1,1,0,0,1,1,1,1,0,1970.271862605248
1,1,1,0,0,1,1,1,0,2553.167674418802
1,1,1,0,1,1,1,1,0,2439.7199728552655
1,0,0,1,0,0,0,1,0,2090.0692002327223
1,0,1,1,0,0,0,1,0,2657.5842269961395
1,0,0,1,0,0,1,1,0,1989.9406977889041
