$Base,$HostnameLookups,$KeepAlive,$EnableSendfile,$FollowSymLinks,$AccessLog,$ExtendedStatus,$InMemory,$Handle,$<performance
1,0,1,0,0,0,0,0,0,1653.0083562188631
1,0,1,1,0,0,1,0,0,2644.452635736295
1,0,0,1,1,0,0,0,0,2312.6888433016593
1,0,0,1,1,0,1,0,0,2237.8088915128415
1,0,1,1,1,0,0,0,0,2458.2827803561763
1,0,1,1,1,0,1,0,0,2383.402828567358
1,0,0,1,0,1,0,0,0,3511.0672118566804
1,0,1,1,0,1,0,0,0,3730.8826498900976
1,0,0,1,1,1,0,0,0,3420.9546148956433
1,0,1,1,1,1,0,0,0,3611.3301770481607
1,0,0,1,0,1,1,0,0,3436.1872600678626
1,0,0,0,0,0,1,0,0,1403.094591494628
1,0,0,1,1,1,1,0,0,3346.0746631068255
1,0,1,1,0,1,1,0,0,3656.0026981012793
1,0,1,1,1,1,1,0,0,3536.4502252593425
1,1,0,0,0,0,0,0,0,1559.529939186993
1,1,1,0,0,0,0,0,0,1734.56375212241
1,1,0,0,0,0,1,0,0,1484.6499873981752
1,1,1,0,0,0,1,0,0,1535.864949796592
1,1,0,0,0,1,0,0,0,2526.298376453977
1,1,0,0,0,1,1,0,0,2451.4184246651594
1,1,1,0,0,1,0,0,0,2746.113814487394
1,0,1,0,0,0,1,0,0,1578.128404430045
1,1,1,0,0,1,1,0,0,2547.415012161576
1,1,0,1,0,0,0,0,0,2815.0572385422433
1,1,1,1,0,0,0,0,0,2990.0910514776606
1,1,0,1,0,1,0,0,0,3781.8256758092275
1,1,1,1,0,1,0,0,0,4001.6411138426442
1,1,0,1,0,0,1,0,0,2740.177286753425
1,1,0,1,0,1,1,0,0,3706.945724020409
1,1,1,1,0,0,1,0,0,2791.392249151842
1,1,1,1,0,1,1,0,0,3802.9423115168265
1,1,0,0,1,0,0,0,0,1372.4767097990562
1,0,0,0,0,1,0,0,0,2444.7429805504303
1,1,1,0,1,0,0,0,0,1518.0706468535732
1,1,0,0,1,0,1,0,0,1297.5967580102383
1,1,1,0,1,0,1,0,0,1319.371844527755
1,1,0,1,1,0,0,0,0,2583.4473072542064
1,1,0,1,1,0,1,0,0,2508.567355465388
1,1,1,1,1,0,0,0,0,2729.0412443087234
1,1,1,1,1,0,1,0,0,2530.3424419829057
1,1,0,0,1,1,0,0,0,2480.74248139304
1,1,1,0,1,1,0,0,0,2671.118043545557
1,1,0,1,1,1,0,0,0,3691.7130788481904
1,0,0,0,0,1,1,0,0,2369.863028761612
1,1,1,1,1,1,0,0,0,3882.0886410007074
1,1,0,0,1,1,1,0,0,2405.8625296042223
1,1,0,1,1,1,1,0,0,3616.8331270593726
1,1,1,0,1,1,1,0,0,2472.4192412197394
1,1,1,1,1,1,1,0,0,3683.3898386748897
1,0,0,0,0,0,0,1,0,1327.237017475172
1,0,1,0,0,0,0,1,0,1502.270830410589
1,0,0,0,0,0,1,1,0,1252.357065686354
1,0,1,0,0,0,1,1,0,1606.4179198957709
1,0,0,0,0,1,0,1,0,2405.393636129156
1,0,1,0,0,1,0,0,0,2664.558418583847
1,0,0,0,0,1,1,1,0,2330.5136843403384
1,0,1,0,0,1,0,1,0,2625.2090741625734
1,0,1,0,0,1,1,1,0,2729.3561636477552
1,0,0,0,1,0,0,1,0,1140.1837880872351
1,0,1,0,1,0,0,1,0,1285.7777251417522
1,0,0,0,1,1,0,1,0,2359.837741068219
1,0,1,0,1,1,0,1,0,2550.213303220736
1,0,0,0,1,0,1,1,0,968.4412046724173
1,0,0,0,1,1,1,1,0,2188.095157653401
1,0,1,0,1,0,1,1,0,1293.0621830009338
1,0,1,0,0,1,1,0,0,2589.678466795029
1,0,1,0,1,1,1,1,0,2557.4977610799183
1,1,0,0,0,0,0,1,0,1292.040597062719
1,1,1,0,0,0,0,1,0,1467.074409998136
1,1,0,0,0,0,1,1,0,1217.160645273901
1,1,1,0,0,0,1,1,0,1447.402648946318
1,1,0,0,1,0,0,1,0,1104.9873676747818
1,1,0,0,1,0,1,1,0,933.2447842599644
1,1,1,0,1,0,0,1,0,1250.5813047292988
1,1,1,0,1,0,1,1,0,1134.046912051481
1,1,0,0,0,1,0,1,0,2370.1972157167033
1,0,0,0,1,0,0,0,0,1290.9213138955092
1,1,1,0,0,1,0,1,0,2590.01265375012
1,1,0,0,1,1,0,1,0,2324.6413206557663
1,1,1,0,1,1,0,1,0,2515.0168828082833
1,1,0,0,0,1,1,1,0,2295.317263927885
1,1,0,0,1,1,1,1,0,2152.8987372409483
1,1,1,0,0,1,1,1,0,2570.340892698302
1,1,1,0,1,1,1,1,0,2398.4824901304655
1,0,0,1,0,0,0,1,0,2392.833940558271
1,0,1,1,0,0,0,1,0,2567.8677534936883
1,0,0,1,0,0,1,1,0,2317.953988769453
