$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
0,0,1.39367468,90,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6150.212771
0,0,1.39367468,90,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6970.759241
0,0,1.39367468,90,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7678.830667
0,0,1.39367468,100,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5569.549897
0,0,1.39367468,100,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6026.544731
0,0,1.39367468,100,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6749.336854000001
0,0,1.39367468,100,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7363.685881999999
0,0,1.39367468,100,100,1,2500,870,4,4000,8192,10000,1000000,1000000,13.66499079,0.1,8123.776098
0,0,1.39367468,40,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,8209.758182
0,0,1.39367468,50,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,7463.326047
0,0,1.39367468,60,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6998.566415
0,0,1.39367468,60,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,8089.164490000001
0,0,1.39367468,70,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6681.349524
0,0,1.39367468,70,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7565.594237
0,0,1.39367468,80,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6451.04137
0,0,1.39367468,80,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7193.783478
0,0,1.39367468,80,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,8027.94
0,0,1.39367468,90,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6276.229157
0,0,1.39367468,90,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6916.102025
0,0,1.39367468,90,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7624.228
0,0,1.39367468,100,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6139.010968
0,0,1.39367468,100,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6700.820899
0,0,1.39367468,100,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7315.5070590000005
0,0,1.39367468,100,100,1,2000,1740,4,3000,8192,10000,1000000,1000000,13.65005126,0.1,8220.711084
0,0,1.39367468,20,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,8263.234118
0,0,1.39367468,30,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,7054.665926000001
0,0,1.39367468,40,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,6499.377838
0,0,1.39367468,40,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,7906.727879000001
0,0,1.39367468,50,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,6180.382553
0,0,1.39367468,50,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,7230.7679069999995
0,0,1.39367468,60,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,5973.315439
0,0,1.39367468,60,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,6809.88717
0,0,1.39367468,60,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7987.123673
0,0,1.39367468,70,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,5828.059403
0,0,1.39367468,70,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,6522.619365
0,0,1.39367468,70,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7480.848475
0,0,1.39367468,80,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,5720.532208
0,0,1.39367468,80,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,6314.055068
0,0,1.39367468,80,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7121.31971
0,0,1.39367468,80,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,8058.24303
0,0,1.39367468,90,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,5637.723908
0,0,1.39367468,90,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,6155.747229
0,0,1.39367468,90,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6852.810886
0,0,1.39367468,90,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7655.855789
0,0,1.39367468,100,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.5793907430000003,0.1,5571.989485
0,0,1.39367468,100,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.1532099119999994,0.1,6031.484086
0,0,1.39367468,100,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6644.641124
0,0,1.39367468,100,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7347.046977
0,0,1.39367468,100,100,1,2000,1740,4,4000,8192,10000,1000000,1000000,13.12353537,0.1,8100.229156999999
0,0,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
0,0,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
0,0,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
0,0,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
0,0,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
0,0,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
0,0,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
0,0,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667000001
0,0,1.39367468,80,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5532.276842
0,0,1.39367468,80,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7305.7
0,0,1.39367468,80,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,8058.24303
0,0,1.39367468,90,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5470.395814
0,0,1.39367468,90,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7017.5
0,0,1.39367468,90,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7655.855789
0,0,1.39367468,100,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5421.406667
0,0,1.39367468,100,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,6793.344443999999
0,0,1.39367468,100,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7347.046977
0,0,1.39367468,100,100,1,1000,1740,2,2660,4096,10000,1000000,1000000,13.79672267,0.1,8220.711084
0,0,1.39367468,20,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,8263.234118
0,0,1.39367468,30,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,7054.665926000001
0,0,1.39367468,40,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6499.377838
0,0,1.39367468,40,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,8209.758182
0,0,1.39367468,50,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6180.382553
0,0,1.39367468,50,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,7463.326047
0,0,1.39367468,60,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5973.315439
0,0,1.39367468,60,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6998.566415
0,0,1.39367468,60,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,8191.205306
0,0,1.39367468,70,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5828.059403
0,0,1.39367468,70,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6681.349524
0,0,1.39367468,70,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7650.34
0,0,1.39367468,80,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5720.532208
0,0,1.39367468,80,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6451.04137
0,0,1.39367468,80,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7266.247245999999
0,0,1.39367468,80,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,8104.863077
0,0,1.39367468,90,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5637.723908
0,0,1.39367468,90,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6276.229157
0,0,1.39367468,90,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6979.393165
0,0,1.39367468,90,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7690.8946670000005
0,0,1.39367468,100,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5571.989485
0,0,1.39367468,100,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6139.010968
0,0,1.39367468,100,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6757.000674
0,0,1.39367468,100,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7374.330588
0,0,1.39367468,100,100,1,1000,1740,4,3000,8192,10000,1000000,1000000,13.43285772,0.1,8114.359753
0,0,1.39367468,20,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,8263.234118
0,0,1.39367468,30,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,7054.665926000001
0,0,1.39367468,40,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6499.377838
0,0,1.39367468,40,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,8209.758182
0,0,1.39367468,50,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6180.382553
0,0,1.39367468,50,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,7463.326047
0,0,1.39367468,60,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5973.315439
0,0,1.39367468,60,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6998.566415
0,0,1.39367468,60,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.8245928870000006,0.1,8089.164490000001
0,0,1.39367468,70,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5828.059403
0,0,1.39367468,70,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6681.349524
0,0,1.39367468,70,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.8245928870000006,0.1,7565.594237
0,0,1.39367468,80,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5720.532208
0,0,1.39367468,80,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6451.04137
0,0,1.39367468,80,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.8245928870000006,0.1,7193.783478
0,0,1.39367468,80,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,8104.863077
0,0,1.39367468,90,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5637.723908
0,0,1.39367468,90,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6276.229157
0,0,1.39367468,90,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.8245928870000006,0.1,6916.102025
0,0,1.39367468,90,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7690.8946670000005
0,0,1.39367468,100,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5571.989485
0,0,1.39367468,100,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6139.010968
0,0,1.39367468,100,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.8245928870000006,0.1,6700.820899
0,0,1.39367468,100,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7374.330588
0,0,1.39367468,100,100,1,1000,1740,4,4000,8192,10000,1000000,1000000,13.28942663,0.1,8259.647317
0,0,1.39367468,20,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,8245.202118000001
0,0,1.39367468,30,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,7043.312444
0,0,1.39367468,40,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,6491.092865
0,0,1.39367468,40,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7888.695879000001
0,0,1.39367468,50,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,6173.86034
0,0,1.39367468,50,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7216.929395
0,0,1.39367468,60,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,5967.937474
0,0,1.39367468,60,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6798.659698
0,0,1.39367468,60,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.9705367229999995,0.1,7969.091673000001
0,0,1.39367468,70,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,5823.484119
0,0,1.39367468,70,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6513.174032
0,0,1.39367468,70,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.9705367229999995,0.1,7465.872745999999
0,0,1.39367468,80,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,5716.551117
0,0,1.39367468,80,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6305.903616
0,0,1.39367468,80,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.9705367229999995,0.1,7108.5143769999995
0,0,1.39367468,80,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7932.984923
0,0,1.39367468,90,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,5634.200414
0,0,1.39367468,90,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6148.57788
0,0,1.39367468,90,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.9705367229999995,0.1,6841.626481
0,0,1.39367468,90,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7541.9336
0,0,1.39367468,100,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.5835917569999998,0.1,5568.829237
0,0,1.39367468,100,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6025.085634
0,0,1.39367468,100,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.9705367229999995,0.1,6634.713393
0,0,1.39367468,100,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7242.894353
0,0,1.39367468,100,100,1,500,613,2,1860,4096,10000,1000000,1000000,13.264772199999998,0.1,7997.712878
0,0,1.39367468,20,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,8245.202118000001
0,0,1.39367468,30,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,7043.312444
0,0,1.39367468,40,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6491.092865
0,0,1.39367468,40,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,8191.726181999999
0,0,1.39367468,50,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6173.86034
0,0,1.39367468,50,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,7449.487534999999
0,0,1.39367468,60,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5967.937474
0,0,1.39367468,60,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6987.338943000001
0,0,1.39367468,60,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,8030.741333
0,0,1.39367468,70,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5823.484119
0,0,1.39367468,70,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6671.90419
0,0,1.39367468,70,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7508.216966
0,0,1.39367468,80,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5716.551117
0,0,1.39367468,80,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6442.889918
0,0,1.39367468,80,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7139.376235
0,0,1.39367468,80,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,8086.831077
0,0,1.39367468,90,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5634.200414
0,0,1.39367468,90,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6269.059807
0,0,1.39367468,90,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6865.110051000001
0,0,1.39367468,90,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7675.266933
0,0,1.39367468,100,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5568.829237
0,0,1.39367468,100,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6132.612515999999
0,0,1.39367468,100,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6653.177091
0,0,1.39367468,100,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7360.5414120000005
0,0,1.39367468,100,100,1,500,613,2,2660,4096,10000,1000000,1000000,13.46277462,0.1,8096.3277530000005
0,0,1.39367468,20,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,8245.202118000001
0,0,1.39367468,30,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,7043.312444
0,0,1.39367468,40,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6491.092865
0,0,1.39367468,40,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,8191.726181999999
0,0,1.39367468,50,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6173.86034
0,0,1.39367468,50,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,7449.487534999999
0,0,1.39367468,60,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5967.937474
0,0,1.39367468,60,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6987.338943000001
0,0,1.39367468,60,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052000001,0.1,8030.741333
0,0,1.39367468,70,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5823.484119
0,0,1.39367468,70,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6671.90419
0,0,1.39367468,70,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052000001,0.1,7508.216966
0,0,1.39367468,80,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5716.551117
0,0,1.39367468,80,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6442.889918
0,0,1.39367468,80,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052000001,0.1,7139.376235
0,0,1.39367468,80,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,8086.831077
0,0,1.39367468,90,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5634.200414
0,0,1.39367468,90,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6269.059807
0,0,1.39367468,90,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052000001,0.1,6865.110051000001
0,0,1.39367468,90,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7675.266933
0,0,1.39367468,100,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5568.829237
0,0,1.39367468,100,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6132.612515999999
0,0,1.39367468,100,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052000001,0.1,6653.177091
0,0,1.39367468,100,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7360.5414120000005
0,0,1.39367468,100,100,1,500,613,4,3000,8192,10000,1000000,1000000,13.10022201,0.1,8096.3277530000005
0,0,1.39367468,20,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,8245.202118000001
0,0,1.39367468,30,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,7043.312444
0,0,1.39367468,40,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,6491.092865
0,0,1.39367468,40,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,8191.726181999999
0,0,1.39367468,50,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,6173.86034
0,0,1.39367468,50,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,7449.487534999999
0,0,1.39367468,60,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,5967.937474
0,0,1.39367468,60,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6987.338943000001
0,0,1.39367468,60,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252000001,0.1,8030.741333
0,0,1.39367468,70,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,5823.484119
0,0,1.39367468,70,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6671.90419
0,0,1.39367468,70,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252000001,0.1,7508.216966
0,0,1.39367468,80,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,5716.551117
0,0,1.39367468,80,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6442.889918
0,0,1.39367468,80,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252000001,0.1,7139.376235
0,0,1.39367468,80,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,8086.831077
0,0,1.39367468,90,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,5634.200414
0,0,1.39367468,90,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6269.059807
0,0,1.39367468,90,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252000001,0.1,6865.110051000001
0,0,1.39367468,90,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7675.266933
0,0,1.39367468,100,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.4387453669999997,0.1,5568.829237
0,0,1.39367468,100,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6132.612515999999
