$Base,$HostnameLookups,$KeepAlive,$EnableSendfile,$FollowSymLinks,$AccessLog,$ExtendedStatus,$InMemory,$Handle,$<performance
1,1,0,0,0,0,0,0,0,1614.4112197348932
1,1,1,0,0,0,0,0,0,1789.4450326703102
1,1,0,0,0,0,1,0,0,1620.049769020075
1,1,1,0,0,0,1,0,0,1795.44419432849
1,1,0,0,0,1,0,0,0,2581.1796570018773
1,1,0,0,0,1,1,0,0,2586.818206287059
1,1,1,0,0,1,0,0,0,2833.998146740394
1,0,1,0,0,0,1,0,0,1553.240466148043
1,1,1,0,0,1,1,0,0,2839.997308398574
1,1,0,1,0,0,0,0,0,2583.7622217559433
1,1,1,1,0,0,0,0,0,2758.7960346913605
1,1,0,1,0,1,0,0,0,3550.5306590229275
1,1,1,1,0,1,0,0,0,3803.349148761444
1,1,0,1,0,0,1,0,0,2505.1119579344254
1,1,0,1,0,1,1,0,0,3471.8803952014096
1,1,1,1,0,0,1,0,0,2680.50638324284
1,1,1,1,0,1,1,0,0,3725.0594973129246
1,1,0,0,1,0,0,0,0,1427.3579903469563
1,0,0,0,0,1,0,0,0,2444.7429805504303
1,1,1,0,1,0,0,0,0,1602.391803282373
1,1,0,0,1,0,1,0,0,1432.9965396321381
1,1,1,0,1,0,1,0,0,1608.3909649405532
1,1,0,1,1,0,0,0,0,2396.7089923680064
1,1,0,1,1,0,1,0,0,2318.0587285464885
1,1,1,1,1,0,0,0,0,2571.7428053034237
1,1,1,1,1,0,1,0,0,2493.453153854903
1,1,0,0,1,1,0,0,0,2394.1264276139405
1,1,1,0,1,1,0,0,0,2646.944917352457
1,1,0,1,1,1,0,0,0,3363.4774296349906
1,0,0,0,0,1,1,0,0,2344.6144781066123
1,1,1,1,1,1,0,0,0,3616.2959193735073
1,1,0,0,1,1,1,0,0,2399.7649768991223
1,1,0,1,1,1,1,0,0,3284.8271658134727
1,1,1,0,1,1,1,0,0,2652.9440790106373
1,1,1,1,1,1,1,0,0,3538.0062679249877
1,0,0,0,0,0,0,1,0,1327.237017475172
1,0,1,0,0,0,0,1,0,1502.270830410589
1,0,0,0,0,0,1,1,0,1227.108515031354
1,0,1,0,0,0,1,1,0,1402.5029403397689
1,0,0,0,0,1,0,1,0,2294.0054547421564
1,0,1,0,0,1,0,0,0,2697.561470288947
1,0,0,0,0,1,1,1,0,2193.8769522983384
1,0,1,0,0,1,0,1,0,2546.823944480673
1,0,1,0,0,1,1,1,0,2447.0560544098535
1,0,0,0,1,0,0,1,0,1140.1837880872351
1,0,1,0,1,0,0,1,0,1315.217601022652
1,0,0,0,1,1,0,1,0,2106.9522253542195
1,0,1,0,1,1,0,1,0,2359.7707150927363
1,0,0,0,1,0,1,1,0,1040.0552856434172
1,0,0,0,1,1,1,1,0,2006.8237229104013
1,0,1,0,1,0,1,1,0,1215.4497109518318
1,0,1,0,0,1,1,0,0,2597.7935802181273
1,0,1,0,1,1,1,1,0,2260.0028250219166
1,1,0,0,0,0,0,1,0,1463.673693926619
1,1,1,0,0,0,0,1,0,1638.707506862036
1,1,0,0,0,0,1,1,0,1469.312243211801
1,1,1,0,0,0,1,1,0,1644.706668520216
1,1,0,0,1,0,0,1,0,1276.6204645386822
1,1,0,0,1,0,1,1,0,1282.259013823864
1,1,1,0,1,0,0,1,0,1451.654277474099
1,1,1,0,1,0,1,1,0,1457.6534391322791
1,1,0,0,0,1,0,1,0,2430.4421311936035
1,0,0,0,1,0,0,0,0,1290.9213138955092
1,1,1,0,0,1,0,1,0,2683.26062093212
1,1,0,0,1,1,0,1,0,2243.3889018056666
1,1,1,0,1,1,0,1,0,2496.2073915441833
1,1,0,0,0,1,1,1,0,2436.0806804787853
1,1,0,0,1,1,1,1,0,2249.0274510908484
1,1,1,0,0,1,1,1,0,2689.2597825903003
1,1,1,0,1,1,1,1,0,2502.2065532023635
1,0,0,1,0,0,0,1,0,2393.5612487814224
1,0,1,1,0,0,0,1,0,2568.595061716839
1,0,0,1,0,0,1,1,0,2209.143933230904
